time,temperature
0,0.09280490148283946
1,0.32083197979958916
2,0.42640670666606906
3,0.7688467482534213
4,1.0190791527918992
5,1.0965723224982582
6,1.286553675705576
7,1.3484496361044027
8,1.3605551207761155
9,1.3134556930655157
10,1.267037776813826
11,1.1824035315282888
12,0.8544131211613435
13,0.7725035111293104
14,0.4729637928232494
15,0.22430293906470186
16,-0.1541453632728611
17,-0.33561179448436285
18,-0.4979634330047764
19,-0.9021868136112103
20,-1.1600826567193605
21,-1.300081977078056
22,-1.2723066353294505
23,-1.1855593144818362
24,-1.2745909013256933
25,-1.186714742513298
26,-1.1910673704568038
27,-0.9524732189044146
28,-0.8736326844175892
29,-0.5871457680761316
30,-0.3953811940267086
31,-0.14782922246177757
32,0.1697023446188443
33,0.3932405657780385
34,0.7624805130086395
35,0.9081104543044842
36,1.107727734625593
37,1.2003059272506769
38,1.4026071740938102
39,1.3091455596963928
40,1.3912319529203037
41,1.2564935230056584
42,1.099507374606296
43,0.966787461857194
44,0.7423078674854545
45,0.5477673381169442
46,0.2821146443116607
47,0.05721883964851552
48,-0.19607485827197643
49,-0.5055119213585373
50,-0.7384462295972984
51,-0.9287748675298557
52,-1.158902830584436
53,0.15536755626349402
54,-1.27302177913204
55,-1.3422857308457892
56,-1.1651819156721503
57,-2.542703405801776
58,-1.1230684360812584
59,-0.9643863694320657
60,-0.7423391762909545
61,-0.5183707766583934
62,-0.14594101562831005
63,0.0006360695458433082
64,0.31135034736996536
65,0.5371964630102686
66,0.8777420586574567
67,0.9117930704931635
68,1.144893836093069
69,1.2760739415796734
70,1.3697751613746776
71,1.38946860355322
72,1.299532120616706
73,1.2851002730426522
74,1.09456590746503
75,1.0533775073069616
76,0.560671602287198
77,0.45629346104926777
78,0.07774976351541836
79,-0.17670034003767376
80,-0.2539190669813384
81,-0.5209051007388589
82,-0.990580472310536
83,-1.0701534688687633
84,-1.2078612758303078
85,-1.4484811256396375
86,-1.3552326701034085
87,-1.3194375794672755
88,-2.630360549263094
89,-1.3111909619948017
90,-2.3010917635643993
91,-0.8026879605113266
92,-0.5921983179805046
93,-0.38435974024528646
94,-0.016576255606354187
95,0.26833657084367285
96,0.43600025186494645
97,0.7190200520518166
98,0.9849684933453366
99,0.9749626812072301
100,1.250559757910753
101,1.1984328405363747
102,-0.060611374263270346
103,1.3708878822697976
104,1.2543062722562508
105,-0.2467220742642731
106,0.9483552565469153
107,0.817075958421517
108,0.5682918878793118
109,0.2069772843824607
110,1.3687162905192434
111,-0.31128475849866105
112,-0.37440353012309496
113,-0.8248147854198947
114,-1.0017475416557249
115,-1.1709173770747738
116,-1.2979312776972565
117,-1.3287676953060539
118,-1.33659688398988
119,-1.427755923455682
120,-1.266785024697669
121,-1.1785433737454143
122,-0.8223777476102986
123,-0.5201566533558968
124,-0.3474160190912345
125,-1.5124073500204387
126,0.1631126847339942
127,0.37244864314872367
128,0.7268059095441669
129,0.8884018798689091
130,1.0226631468904923
131,1.1155052742709473
132,2.6137558846844087
133,1.3748845908156933
134,-0.08722155634593942
135,1.2865151033345847
136,1.2878506374920977
137,1.0464647819690163
138,0.9854206943100666
139,0.7211380746891725
140,0.35084232360138407
141,0.010916229817123356
142,-0.17117185119461467
143,-0.4649328697667633
144,-2.0121417492640927
145,-0.7895213363740721
146,-1.1593868014174342
147,-1.2501530595752532
148,-1.292941574841926
149,-1.2776517040416133
150,-1.3051783557005459
151,-1.2433414156876006
152,-1.0609847971833644
153,-0.953587629339898
154,-0.7985576636195648
155,-0.5426301406314797
156,-0.3367282715517916
157,0.0178546407799487
158,0.3150278117842409
159,0.30899569780640085
160,0.8342046063870662
161,-0.40064562407188
162,1.1649546549698355
163,1.3055100514243398
164,1.1813363578897553
165,1.27949054444943
166,1.307437378942343
167,1.1927168668192423
168,1.1319040540087888
169,0.9008267840381939
170,0.6048855501690311
171,0.5193514065649965
172,0.29018698216263084
173,-0.01700107878613471
174,-0.37224648277768624
175,-0.5970405289005448
176,-0.7743722729938998
177,-0.9705031057061596
178,-1.1025174560689794
179,-1.303564805816702
180,-1.4414710467748988
181,-0.04027015771746879
182,-1.2700344582121603
183,-1.157252272993346
184,-0.9098947167045034
185,-0.8639195507680263
186,-0.6312601534589958
187,-0.40999195146995043
188,-0.15962261163803915
189,0.19228204551255593
190,0.4289798561547245
191,0.6406295724985072
192,0.8051027875965919
193,1.0588858968762023
194,1.1870393497093659
195,1.3969161919749749
196,1.4218575009454968
197,1.279923977327969
198,1.3667808217562463
199,1.1355541801894298
200,1.0236262000413694
201,0.8961018516710649
202,0.5122504301291212
203,0.33709786833176175
204,-0.019147619038052142
205,1.0134950425515181
206,-0.40829163937148566
207,-0.7165222266563475
208,-0.9886963258265898
209,-1.217717742252026
210,-1.2699926234982837
211,-1.2346894005229083
212,0.02978514012017153
213,-1.3573832226509308
214,-1.3005376106173014
215,-1.12040841372801
216,-1.0603521945309988
217,-0.6533877703543418
218,-0.4702499571013988
219,-0.16279531505383418
220,-0.011870013112023257
221,0.35383694942027044
222,0.6001688720294559
223,0.68501098654615
224,1.0035949816666527
225,2.5381862425733797
226,1.237983659620796
227,1.320489775000014
228,1.3889762312244536
229,1.3170687312552867
230,-0.1993057733452152
231,1.1265378718492585
232,0.917562328975975
233,0.6988680190785576
234,0.44120922817232117
235,0.20072958444374162
236,-1.4788483448453043
237,-0.42658804980184734
238,-0.6706582612850442
239,-0.7726373064223664
240,-1.1783565684314186
241,-1.1565530673223998
242,-1.395534439686112
243,-1.4593218865957989
244,-1.416970996608374
245,-2.6692785542035606
246,-1.1367279865477484
247,-1.1473662611005122
248,-0.7227130167860871
249,-0.5283584505527613
250,-0.3630793765014362
251,-0.10625021725650993
252,0.11977936204076682
253,0.4883090584873561
254,0.6990786672217949
255,1.0087675744333338
256,1.0483936587313787
257,1.2708128272837576
258,1.3206271938596437
259,1.3024160518042704
260,1.4718892417020002
261,1.2909620447540042
262,1.192778340574231
263,0.9109656157065138
264,0.7282461365686995
265,0.5459313791260232
266,0.24196152398390788
267,0.05286115026058337
268,-0.2283292679375734
269,-0.5709352802633042
270,-0.7436436191847232
271,-0.9651655252763344
272,-1.1466908642487688
273,-1.3383209991979712
274,-1.3914449526904609
275,-1.3414998068683537
276,-1.2538759693420447
277,-1.3027777994365313
278,-1.0189250036826596
279,-0.9099069064843469
280,-0.792412866485254
281,-0.4397971106950235
282,-0.1386963017638612
283,0.09002014898119887
284,0.49773069677894105
285,0.6158471827733879
286,0.8865613206921689
287,1.0249032990025255
288,1.2482095924559893
289,1.129391354588074
290,1.2929139082995076
291,1.3316963584608104
292,1.3419647554652223
293,1.2197830778527832
294,2.4904190603982705
295,0.8916017341205774
296,0.6560909249004536
297,0.3813052832970302
298,0.13594195933396708
299,-0.09007863301866349
300,-0.36041958496526266
301,-0.6007763949981225
302,-0.8991790427784255
303,-1.117165134230319
304,-1.2462974834690888
305,-1.2863606841077602
306,-1.2441387010116525
307,-1.3267783186620723
308,-1.2458947700720535
309,-1.2762233956775741
310,-0.819777100861206
311,-0.8749750684302708
312,-0.4427705526078458
313,-0.3475658019365223
314,0.024145101596601416
315,0.2850813480997981
316,0.495628017331444
317,0.7220163344334126
318,0.882341288207001
319,1.1178873938330616
320,1.3269933057848955
321,-0.00016493927392249164
322,1.3008296898652774
323,1.4131337824392842
324,1.17324535588643
325,1.1398454081863534
326,0.8908688552994726
327,0.6862130006250838
328,0.5713081896806922
329,0.2053635654371115
330,-0.13662183600065564
331,-0.3393786808166988
332,-0.5083036793279211
333,-0.8437432281963198
334,-0.9144325922739224
335,-1.0913663032922518
336,-1.2714491617243286
337,-1.2622945370593783
338,-1.2274763306178367
339,-1.44667509655797
340,-1.1388961660282966
341,-1.0329732460340528
342,-0.9102811050672898
343,-0.6216770969459501
344,-0.39162539640614935
345,-0.19270786555555502
346,-1.139760711159925
347,1.7522671900956186
348,0.7163643471524931
349,0.8451022324212247
350,0.9425807720886585
351,1.2202741890064404
352,1.289756790257917
353,1.2702007866184029
354,1.2370737890144494
355,1.3362233296986663
356,1.2714384103287748
357,1.1237969293752612
358,0.867934489894241
359,0.6016289862263912
360,0.36003931762418556
361,0.0822904673913539
362,-0.13776176815756225
363,-0.4884876567939845
364,-0.7857021766226888
365,-0.9319197503552703
366,-1.0839911542749465
367,-1.2512510094614706
368,-1.319392718644692
369,-1.206117179039233
370,-1.2758785197668812
371,-1.3571257052300811
372,-1.0950626933454926
373,-1.1183213505257945
374,-0.7206659763182295
375,-0.49202186392934494
376,-0.26339341160734087
377,-0.061095548680298005
378,0.20779276471638602
379,0.561619609857371
380,0.7296804217924165
381,1.0354132061380095
382,1.104426737741427
383,1.2447222561174953
384,1.393071114058813
385,1.3578865590517706
386,1.3134622918977998
387,1.254929151922727
388,1.1247586269172438
389,0.9124837544671254
390,0.7159493701481646
391,0.44728876163769743
392,0.2196358378771622
393,-0.05980205739581424
394,-0.31287103147111284
395,-0.5463332525506622
396,-0.9007525349608797
397,-1.1195432169927637
398,-1.200947838759822
399,-1.3027537701267267
400,-1.3164177444449585
401,-1.43356128032977
402,-1.2865594270448022
403,-1.1670918972099587
404,-1.156950197792688
405,-0.8237927136244593
406,-0.5317135312411335
407,-0.36643839694869024
408,-0.16866405920572627
409,0.12389958499204362
410,0.42278364256647943
411,0.640259066131927
412,0.679025595649159
413,1.181363626398708
414,1.192581670161645
415,1.3057066986346866
416,1.4218048877003708
417,1.362011818585545
418,1.2463174549203033
419,1.155747055170111
420,1.0347526728681864
421,0.8324163326080919
422,0.5470061472348112
423,0.35677686382125956
424,0.08692961479863645
425,-0.26996651563798263
426,-0.5660655482776165
427,-0.7164599109710424
428,-0.910802033374126
429,-1.1548239812760512
430,-1.281749025751483
431,-1.294270457635559
432,-1.3454358560045858
433,-1.2350536641725558
434,-1.2105801805218175
435,-0.9521294363142401
436,-0.9021007243853605
437,-0.7854008192386792
438,-0.49547360747714936
439,-0.22671789446162885
440,-0.06369707799475356
441,0.3651724480089703
442,0.5794622483420729
443,0.8070592227202152
444,0.9721841640598599
445,1.095616678875568
446,1.270401834401202
447,-0.0695364505808333
448,1.3587407788855175
449,1.252004318341946
450,1.1206749657905475
451,1.0781328911276011
452,0.8970933293233464
453,0.6979125910321337
454,0.4156659771350082
455,0.24589384822175905
456,-0.16809660566376133
457,-0.3157024440444661
458,-0.7089699320669115
459,-0.9127045883378819
460,-1.0843343760615232
461,-1.2213079411298722
462,-1.2005699735787914
463,-1.396216229715868
464,-1.432057938280452
465,-1.2345947821874672
466,-1.176143750547285
467,-1.122046906932156
468,-0.793849785666377
469,-0.5218093271817005
470,-0.35699647868336387
471,0.04345071143558989
472,0.3133032973478424
473,0.4240293932578636
474,0.7737121901290758
475,0.7880677353293534
476,1.120689630548854
477,1.1920880851098214
478,1.3942585618341308
479,1.3012070485565141
480,1.4083623682238755
481,1.2086803333794824
482,1.1085263151233458
483,0.9154506844984807
484,0.7724343220210738
485,0.42478155390780103
486,0.3020129592662397
487,-0.057826570027642785
488,-0.12938864171831108
489,-0.5566713462744401
490,-0.8284400342622117
491,-0.9495059489260295
492,-1.205003134097897
493,-1.2286712738890906
494,-1.3692220436722837
495,-1.3219232234551732
496,-1.313419462122223
497,-1.1897592044052516
498,-1.1338144980344071
499,-0.9493141313628619
500,-0.5877720086215353
501,-0.34520832047175376
502,-0.1124678306761164
503,0.0571536048884655
504,0.4500517943364384
505,0.5940924669185482
506,0.8349900998667055
507,1.1117350581125294
508,1.1858466420862435
509,1.2968181210788141
510,2.690403852963983
511,1.3090712449829773
512,1.253012442310939
513,1.1716567951804686
514,1.053243834471082
515,0.8280160268694806
516,0.5406199775089083
517,0.3579261690543384
518,0.08555025614087657
519,-0.16553729413109058
520,-0.40385499428321886
521,-0.6614271421185651
522,-0.9571904947786323
523,-1.1408233754863883
524,-1.2582392901296533
525,-1.3671529873759083
526,-1.4627402060482748
527,-1.3713320901049058
528,-1.3678494369389642
529,-1.236861266010989
530,-1.069697246405755
531,-0.8520205458016015
532,-1.9797016429838812
533,-0.34821878392510275
534,-0.03454093463687267
535,0.3087159116185965
536,0.42210190216417276
537,0.8254423042077513
538,0.9990145956409088
539,-0.1872648124652253
540,1.2442041819563954
541,1.3507251524857669
542,1.3989250050819257
543,1.3721693021145087
544,1.2224096439254162
545,1.1619627925038847
546,1.0157532435654901
547,0.7849844910784403
548,0.5233107456688232
549,0.1719846276559243
550,-0.05742516693080466
551,-0.3161849311974976
552,-0.6129192439992913
553,-0.7987090608719699
554,-1.00161707503808
555,-1.1755183041544053
556,-1.2945244737281625
557,-1.3476650987906456
558,-1.350179853733597
559,-1.3305479530821334
560,-1.2355020296451265
561,-1.0629801089929334
562,-0.9463607763481175
563,-0.7719153290703037
564,-0.4103497743492902
565,-0.20975885489985402
566,0.25330032639018274
567,0.45641258758250985
568,0.7416041126561395
569,0.9300531434543957
570,1.046936738136367
571,1.2487101850537188
572,-0.010867476920598614
573,1.2640999103621458
574,1.4023493817627861
575,1.2258365765831774
576,1.0931456161534836
577,1.0633165524451773
578,0.7735602170917751
579,0.514396998862139
580,0.40454727757871506
581,-0.06473754875163536
582,-0.2678404650613985
583,-0.4012005193791586
584,-0.5390116160906717
585,-0.9302090045556417
586,-1.0492882628602367
587,-1.3114070203130244
588,-1.1854142768213085
589,-0.03766585731904531
590,-1.522884170475329
591,-1.2465341365677878
592,-1.1165635918520738
593,-1.0067945546409365
594,-0.7252181288923362
595,-0.41300971918685
596,-0.33317872218175326
597,0.06278978560469707
598,0.23125171136688707
599,0.6565822514137947
600,0.8298733937838506
601,0.9602890242829177
602,1.178295699743527
603,1.2514252960439591
604,1.3893708725349962
605,1.3575740928004916
606,1.4079304315413639
607,1.4072325847719385
608,1.1081871656811344
609,0.9595513600816388
610,0.7054866321415523
611,0.39800181701106013
612,0.20064376445812637
613,-0.036987214207718236
614,-0.3127858902695763
615,-0.6117736510876481
616,-0.8601093469136573
617,-0.91853625280627
618,-1.1313034454492574
619,-1.2043583557821733
620,-1.3945723078558232
621,-1.2516985420775602
622,-1.391664288223516
623,-1.1527331994577823
624,-1.0284406116896825
625,-0.8235328209585097
626,-0.6331578716527309
627,-0.2885189860689377
628,-0.04756593144222359
629,0.20019666783794474
630,0.5909515496285362
631,0.7672614183524703
632,0.9270953836654979
633,1.0956561447488296
634,1.099639346850823
635,1.2801331867560775
636,1.3273360147025839
637,1.2872006638038898
638,1.2637144322720357
639,1.2730319655697842
640,1.0167946132164714
641,0.7594068509270112
642,0.4642623967440099
643,0.343944849774101
644,1.3523919669597464
645,-0.13345529282407645
646,-0.5093102343523076
647,-0.661369971029539
648,-0.9350271332303881
649,-1.1317234367390296
650,-1.2526087946746813
651,-1.2926263317755764
652,-1.35756767814964
653,-1.4286841338538423
654,-1.3639142667282282
655,-1.1489296152648636
656,-0.9761015244343709
657,-0.6898799307269073
658,-0.46836682960968845
659,-0.16298945050803637
660,0.05933992561722964
661,0.38070722601173046
662,0.6200141188529614
663,0.9028320960820834
664,0.9645909913516477
665,1.0537098965818794
666,1.2506935380261284
667,1.4009283188173745
668,-0.04696564568168386
669,1.2745276608483045
670,1.1183106290694442
671,0.9905290458940149
672,0.852310592849368
673,0.521232632116695
674,0.3785909135906277
675,0.12362284061239363
676,-0.16229176170907778
677,-0.40555388014263527
678,-0.7077048601343989
679,-0.797659261357835
680,-1.0176214913282016
681,-1.2690846467906396
682,-1.3159226976162444
683,-1.39885865586734
684,-1.2563114690613428
685,-1.2861544037694421
686,-1.2438991762890506
687,-0.942704689598961
688,-0.7565533563738461
689,-0.5778792095319389
690,-0.3430517991525453
691,-0.06692610372512131
692,0.2278811855050783
693,0.42158833028172377
694,0.8579720888444016
695,0.9429443289857677
696,1.2726590087445508
697,1.2224352463588928
698,1.3193017033832555
699,1.3408261507375523
700,1.3955715564055204
701,1.321940440425303
702,1.145655458074687
703,2.385443143818141
704,2.1744960502517774
705,0.5636287209377184
706,0.20613746729661497
707,-0.1138137980142478
